Name	Category	Latitude	Longitude
Anna's Taqueria	Mexican restaurant	42.3473046	-71.0819042
Anna's Taqueria	Mexican restaurant	42.3949355	-71.1217516
Anna's Taqueria	Mexican restaurant	42.3588781	-71.0946563
Cafe Spice	Fast food restaurant	42.3591634	-71.0948212
Cafe Spice	Corporate office	41.4887191	-74.0613735
Cafe Spice	Indian restaurant	40.7525866	-73.9767819
Students-Exploration of Space	University	42.3590389	-71.0947637
Cambridge Grill	Bar & grill	42.359014	-71.0947224
Cambridge Deli & Grill	Deli	42.3640842	-71.1076914
MIT Lindy Hop Society	Dance hall	42.359083	-71.094761
MIT Copytech Main Campus	Print shop	42.3594715	-71.0927357
Sharon's Hair Care	Beauty salon	42.1046228	-72.6410321
Sharon's Hair Salon	Beauty salon	42.359083	-71.094761
Sharon Joy Salon	Hair salon	41.3033196	-72.9240594
Salon Tel Aviv Organic Salon	Hair salon	42.1235297	-71.1781817
Avalon Hair	Hair salon	42.1226192	-71.1779461
Four Seasons Salon	Hair salon	42.121009	-71.1803855
Sharon's Uni-Style	Beauty salon	41.8132158	-71.1212552
Shairons Salon	Beauty salon	41.5510888	-72.6493484
Charles European Hair Design III	Hair salon	42.120919	-71.178048
Sharoan's Hair Studio	Beauty salon	41.6015511	-73.4060194
Charles European hair design 3	Hair salon	42.120919	-71.178048
Linda's Hair Studio	Beauty salon	41.8790829	-73.4770727
Shear Illusions	Beauty salon	41.879095	-73.477938
perSNIPity Salon	Hair salon	41.6620466	-72.3553752
Trilogy Salon	Beauty salon	42.1383714	-71.1478977
Bharti Eyebrow Threading & Tinting & Waxing & Facial & Heena	Hair removal service	42.1230106	-71.1776673
L'equipe Salon: Hair Color Salon & Facial Treatments	Beauty salon	42.115965	-71.3312275
Beauty Spot	Beauty salon	42.1078787	-71.1979373
Traveling Beauty	Hair salon	42.087266	-71.4076184
Nelly's Hair Salon-Boutique	Hair extensions supplier	42.1819155	-71.1963704
MIT Federal Credit Union - Student Center Branch	Credit union	42.3591908	-71.0946632
LaVerde’s Market	Convenience store	42.3590256	-71.0946777
Stratton Student Center	Student union	42.3590389	-71.0947611
Mit Science Fiction Soc Library	Library	42.3590408	-71.0947758
Alpha Cleaners	Dry cleaner	42.3510727	-71.2123816
Alpha Cleaners	Dry cleaner	42.359083	-71.094761
Alpha Cleaners	Dry cleaner	41.3753396	-73.4232894
Alpha Cleaners	Dry cleaner	41.1650379	-73.4185912
Alpha Alterations & Cleaners	Dry cleaner	42.4333921	-71.4875704
New Alpha Dry Cleaners	Dry cleaner	40.807426	-73.95357
Alpha-Omega Cleaners	Dry cleaner	40.7266629	-73.8517975
Alpha Cleaning	House cleaning service	42.466273	-71.030907
Alpha Cleaners	Tailor	40.0220233	-75.3205521
Alpha Cleaners	Dry cleaner	39.9817526	-74.870942
Alpha Site Services	Commercial cleaning service	42.0166947	-71.7184421
Alpha Quality Cleaners	Dry cleaner	43.5592495	-79.5867152
Alpha One Cleaners	Dry cleaner	39.882921	-75.346175
Alpha & Omega Cleaning Company	Cleaning service	40.846691	-73.903326
Alpha Floor Care, LLC	Cleaning service	42.0326075	-71.0143634
Alpha Omega Painting Co.	Painter	41.6071765	-72.8779036
Alpha Window Cleaning	Window cleaning service	41.9712985	-75.7746175
Alpha Services Inc	Commercial cleaning service	42.279952	-71.3397494
Alpha Cleaning Services		41.7274	-72.2313161
Alpine Bagels	Bagel shop	42.3590389	-71.0947637
Shinkansen Japan Bullet Train Fast Food	Fast food restaurant	42.359014	-71.0947224
Princess Hostel Amsterdam		52.362975	4.875414
STARBUCKS COFFEE Amsterdam Overtoom Shop	Coffee shop	52.3630857	4.8758338
STARBUCKS COFFEE Leidsestraat Shop	Coffee shop	52.3644444	4.8836111
STARBUCKS COFFEE Bloemenmarkt Shop	Coffee shop	52.3669979	4.8896652
Copyplaza	Print shop	52.3631054	4.8759288
De Hypotheekshop Amsterdam Overtoom	Mortgage lender	52.3629906	4.8754723
Avondwinkel Overtoom	Night shop	52.3593978	4.8608614
Heegstra Holding B.V.		52.3631254	4.8758172
Dennis Belle Praktijkadvies en Vormgeving	Graphic designer	52.3631368	4.8758684
Janus lekker slapen	Bedroom furniture store	52.3630129	4.875344
R.P. van Engelen Holding B.V.		52.3630675	4.8753769
570 Beacon St	Boston, MA 02215	42.3498559	-71.0930925
Sway Aveda Spa	Massage therapist	42.3493597	-71.0941128
Phi Sigma Kappa Epsilon Deuteron Chapter	Fraternal organization	42.2720293	-71.8048618
Phi Sigma Kappa	Association or organization	42.3873943	-72.5237077
Phi Sigma Kappa	Educational institution	42.3493391	-71.0942086
Phi Sigma Kappa	Fraternal organization	40.746935	-74.0265962
Phi Sigma Kappa	Fraternal organization	42.7242762	-73.6814717
Phi Kappa Sigma	Fraternal organization	42.350722	-71.091093
Phi Sigma Kappa - Alpha Octaton	Fraternal organization	40.7445444	-74.1755908
Phi Sigma Kappa	Fraternal organization	42.4496481	-76.4899229
Sigma Kappa	Fraternal organization	42.3836692	-72.5222159
Phi Sigma Kappa	Fraternal organization	40.602867	-75.3802399
Sigma Kappa Sorority House	Fraternal organization	41.482135	-71.534159
Phi Sigma Kappa	Fraternal organization	40.7912329	-77.8556204
Phi Sigma Kappa	Non-profit organization	40.799112	-76.867972
Phi Sigma Kappa - Eta Chapter	Fraternal organization	38.9845921	-76.9361605
Phi Sigma Kappa	Fraternal organization	38.0402911	-78.5002421
Chabad of Eastern Massachusetts	Religious organization	42.3493569	-71.094321
Chabad Lubavitch Center	Orthodox synagogue	40.0567962	-75.0612703
Chabad at UConn - The Rohr Jewish Student Center	Religious organization	41.8195532	-72.2559025
Lubavitch Center	Religious organization	42.3493127	-71.0943349
Chabad Lubavitch Center	Synagogue	41.651154	-73.873122
Chabad Jewish Center	Orthodox synagogue	42.27519	-71.24984
Chabad Lubavitch Jewish Center	Synagogue	42.6709663	-71.1520231
Chabad of Brookline	Synagogue	42.3476062	-71.1293246
Chabad Lubavitch Moshiach Center	Synagogue	42.3527304	-71.121327
Lubavitch Center of Essex County	Religious organization	40.8103792	-74.2601732
Chabad Lubavitch Jewish Center of Merrimack Valley	Religious organization	42.671074	-71.151604
Chabad Lubavitch of Long Island Jewish Center	Religious organization	40.835375	-73.2670739
Chabad of Downtown Boston Jewish Center	Synagogue	42.3499356	-71.0679108
The Center for Jewish Discovery Chabad Lubavitch	Orthodox synagogue	40.7409205	-73.9961938
Chabad Center of Lexington	Religious organization	42.463543	-71.232297
Chabad Center-Lubavitch	Orthodox synagogue	40.946382	-74.2701793
Chabad Lubavitch of Rockland	Religious organization	41.1649999	-73.9894462
Anshei Lubavitch Outreach Center	Synagogue	40.933911	-74.116814
Lubavitch Center for Russian Jewry	Religious organization	40.12624	-75.014444
Lubavitch Center of Howard County	Religious organization	39.2009086	-76.8626022
Greystone Jewish Center Chabad of Yonkers	Synagogue	40.9547119	-73.8886283
Commonwealth Optical Laboratories	Optician	42.3493127	-71.0943349
Wellfleet	Massachusetts	41.9305468	-70.0309753
First Congregational Church	United Church of Christ	41.8321326	-72.7370777
First Congregational Church of East Hartford	Church	41.7690676	-72.6445636
First Congregational Church	Church	42.2980214	-71.7139438
First Congregational Church	Church	41.636164	-72.213702
First Congregational Church	United Church of Christ	42.2777216	-71.8499621
First Congregational Church	Church	41.714468	-72.2147182
First Congregational Church of Coventry	United Church of Christ	41.7678262	-72.2997111
First Congregational Church	Church	41.9486512	-71.9735304
First Congregational Church	Evangelical church	41.6995387	-72.1572074
First Congregational Church of Braintree	Church	42.2217011	-71.0033322
First Congregational Church	Evangelical church	41.8857759	-71.961007
First Congregational Church	United Church of Christ	41.697406	-71.9709366
First Congregational Church of West Haven	United Church of Christ	41.2709675	-72.9496553
First Congregational Church	Church	41.2806787	-72.8108812
First Congregational Church	Church	41.9003153	-72.0858395
First Congregational Church	Church	41.5493798	-72.0960239
First Congregational Church	Church	41.6781218	-72.9410932
First Congregational Church	Church	41.7393789	-72.3740056
First Congregational Church	United Church of Christ	42.1228004	-72.2041307
First Congregational Church	Church	42.352907	-71.7337169
St Marys Parish Nursing	Nursing agency	42.2961756	-71.7103247
Community Outreach & Valley Parish Nurse Program (Griffin Hospital)	Hospital department	41.3821525	-73.093234
Parish Nurse Program	Wellness program	42.9956829	-71.4838087
Parish Nurse Center For Wellness	Nursing agency	42.7556061	-71.4678032
Parish Hope E	Nursing agency	41.7796152	-71.3340016
Parish Nursing	Nursing agency	41.9390511	-70.0282702
Seymour	Connecticut	41.397146	-73.0747534
Mt Desert	Maine	44.3357884	-68.3193614
Sargent Hill	Mountain peak	42.3514804	-71.9222963
Sargent Hill	Mountain peak	42.8886927	-72.5173114
Sargent Hill	Mountain peak	42.8623114	-71.0483909
Sargent Hill	Mountain peak	43.5295169	-72.1511993
Sargent Hill	Mountain peak	43.3417401	-73.1692735
Sargent Hill	Mountain peak	43.7956251	-72.2973141
Sargent Hill	Mountain peak	43.7170092	-73.1392778
Sargent Mountain	Mountain peak	44.3425796	-68.2727933
Sargent Mountain	Mountain peak	44.5228384	-70.8947958
Mystic Island	Little Egg Harbor Township, NJ 08087	39.5684835	-74.3880699
Anmol Indian Restaurant	Indian restaurant	52.3621232	4.8759342!3m4!1s0x47c609e42752b2ad:0x7b03de89900c06b9!8m2
Hotel Europa 92		52.3624739	4.8756948
Vino Linea Directa	Wine store	52.3621432	4.8755253
WoningOntruiming Amsterdam	Moving and storage service	52.3234391	4.9612021
Woningontruiming Amsterdam	House clearance service	51.526707	6.0035027
woningontruiming amsterdam	Cleaning service	52.3622888	4.8758524
Woningontruiming Amsterdam	Mover	52.367905	4.8850199
Woningontruiming Amsterdam	Beach cleaning service	52.3680777	4.9355249
Amsterdam Woningontruiming	Cleaning service	52.34987	4.78669
Woningontruiming - Boedelruiming - woning leeghalen Amsterdam	Moving and storage service	52.2782484	4.8422094
Woningontruiming CVS Amsterdam	Moving and storage service	52.391178	4.822278
Fontein Ontruimingen - Woningontruiming Amsterdam	Moving and storage service	52.3363985	4.898612
Woningontruiming Company	Mover	52.377787	4.7991611
Woningontruiming na Overlijden	Moving and storage service	52.1218806	4.9293978
Erkend Woningontruiming Ruttenberg Amsterdam	Property management company	52.3516681	4.810252
Ontruimend Goed		52.362026	4.8998472
Erkend Woningontruiming Ruttenberg Amsterdam	Moving and storage service	52.3725127	4.8584163
Woningontruiming Service		52.3490628	4.9182827
Amsterdamse inboedelruiming	House cleaning service	52.3680392	4.9353579
Woningontruiming Oosterveen	Moving and storage service	51.526707	6.0035027
Woning ontruimen Amsterdam	Moving and storage service	52.4196996	5.336181
Inboedeltotaalzorg	Business to business service	52.2703531	4.9727277
Woningontruiming Plus		52.4414835	4.7181311
Anmol Restaurant (Pick-Up Available)	Indian restaurant	42.5500316	-70.8837614
Comfort Inn & Suites		41.8683376	-71.8926341
La Quinta Inn & Suites by Wyndham Norwich-Plainfield-Casino		41.6643098	-71.9109072
Quiet Corner Inn		41.7970917	-71.9089444
Passport Inn & Suites Chaplin, CT		41.7564047	-72.1469831
Rodeway Inn Willington North		41.916491	-72.261817
Inn at Fox Hill Farm Pomfret		41.9099498	-71.9593874
Henrietta House Bed and Breakfast		41.8676354	-72.1498296
Ashford Motel		41.9576366	-72.200449
The Inn on Storrs		41.7367068	-72.1994574
Taylor's Corner Bed and Breakfast		41.9490972	-72.0119336
The Innkeeper's Place Bed & Breakfast		41.9773939	-72.2735059
The Inn At Woodstock Hill		41.944202	-71.972315
Mansion At Bald Hill		41.9397254	-71.9667266
Stone Arches Bed and Breakfast, LLC		41.7695426	-72.2009582
Nathan Hale Inn & Conference Center		41.8029205	-72.248858
Hop River Motel		41.7191437	-72.2692117
Spring Hill Inn		41.7878059	-72.2250031
Fitch House		41.7667554	-72.1995005
Graduate Storrs		41.8029107	-72.2488621
Gwyn Careg Inn		41.8545103	-71.9965433
Summit Meadow Farm		41.8232751	-72.2143099
Auberge at Feather Hill		41.8616961	-71.9713091
199 E Potomac Dr	Little Egg Harbor Township, NJ 08087	39.5623724	-74.3779838
199 E Potomac Dr	Colonial Beach, VA 22443	38.2033711	-76.9585383
Harmony Entertainment	Entertainment agency	40.7815383	-73.1927657
North Middlesex Savings Bank	ATM	42.5005186	-71.5838661
Middlesex Savings Bank	Bank	42.2843904	-71.346867
Middlesex Savings Bank	Bank	42.2468757	-71.3694727
Main Street Bank	Bank	42.6656042	-71.5807007
Middlesex Savings Bank	Bank	42.2975034	-71.4209388
Middlesex Savings Bank	Bank	42.3291292	-71.4355902
Middlesex Savings Bank	Bank	42.3176581	-71.3645519
Middlesex Savings Bank	Bank	42.3638552	-71.3700706
Middlesex Savings Bank	Bank	42.4763537	-71.4740343
Middlesex Savings Bank	Bank	42.2793376	-71.2369371
Middlesex Savings Bank	Bank	42.3126339	-71.2737372
Middlesex Savings Bank	Bank	42.3607602	-71.4245753
Middlesex Savings Bank	Bank	42.5452044	-71.4708365
Middlesex Savings Bank	Bank	42.5964203	-71.5603399
Middlesex Savings Bank	Bank	42.1152091	-71.4604888
Middlesex Savings Bank	Bank	42.4570392	-71.3916686
Middlesex Savings Bank	Bank	42.5690773	-71.4193677
Middlesex Savings Bank	Bank	42.1865166	-71.3063564
Middlesex Savings Bank	Bank	42.1674121	-71.3532289
Middlesex Savings Bank	Bank	42.4372943	-71.4430747
Harvard Press	Newspaper publisher	42.5005126	-71.583847
Asha is NOW	Consultant	42.5005186	-71.5838661
PQR Carpet Cleaners	Carpet cleaning service	42.500513	-71.583847
Vertrekpassage 143	1118 AS Schiphol	52.3097331	4.7648406
Sixt Autoverhuur Amsterdam Schiphol Luchthaven	Car rental agency	52.3101343	4.7633308
A.K.O. Inc.	Manufacturer	41.8735416	-72.6946921
Ako Insurance Consulting	Insurance company	41.7691285	-72.6743379
Ako Inc Sales		41.76	-72.69
Segafredo Espresso Bar	Cafe	52.5853197	13.2865994
Segafredo Zanetti Espresso Singapore	Espresso bar	35.8981049	-80.0903763
Segafredo Espresso Bar	Cafe	48.5734913	13.4559209
Segafredo Espresso Bar	Cafe	48.14068	11.5773095
Segafredo Espresso Bar	Cafe	49.0088652	8.3971419
Segafredo Espresso Bar	Cafe	49.2369645	6.9935028
Segafredo Espresso Bar	Espresso bar	52.3081646	4.7636859
Segafredo Espresso Bar	Cafe	49.9457923	11.5688955
Segafredo Espresso Bar	Cafe	48.136387	11.5780172
Segafredo Espresso Bar	Cafe	52.51874	13.4158301
Segafredo Espresso Bar	Bar	50.106439	8.664377
Segafredo Espresso Bar	Italian restaurant	52.259621	8.9012751
Segafredo Espresso Bar	Cafe	49.1403369	9.217352
Segafredo Espresso Bar	Cafe	48.3536466	11.7859007
Segafredo Espresso Bar	Cafe	50.7591292	7.0253304
Segafredo Espresso Bar	Cafe	48.0523354	10.8774626
Segafredo Espresso Bar	Cafe	52.4584472	13.5764414
Segafredo Espresso Bar	Cafe	48.8919826	11.1844723
Segafredo Espresso Donau Zentrum	Cafe	48.2420501	16.433046
Segafredo Espresso Bar	Espresso bar	52.3100507	10.5026008
SRCM Heartfulness Meditation Centre	Meditation center	42.452258	-72.564439
The Conduit Center - a space for meditation & wellness	Meditation center	41.783361	-72.5852609
Cambridge Insight Meditation Center	Meditation center	42.3699779	-71.1020155
Dhamma Dhara--Vipassana Meditation Center	Meditation center	42.6350668	-72.6686916
Meditation Center	Meditation center	42.3223418	-71.107894
Transcendental Meditation	Meditation instructor	41.7144292	-72.6044019
Odiyana Kadampa Buddhist Center	Non-profit organization	41.7295871	-72.6183627
Insight Meditation Center of Pioneer Valley	Meditation center	42.272495	-72.663741
Transcendental Meditation	Meditation center	41.8283971	-71.3931852
Free Meditation Classes and Concerts in Boston	Meditation center	42.4156858	-71.1519406
Divine Heart Center	Meditation center	42.3626507	-71.3939549
Peaceful Journeys Yoga, Meditation & Massage Centre	Meditation center	42.8118133	-71.5834761
The Boston Center for Contemplative Practice	Meditation center	42.3300793	-71.1934997
Pioneer Valley Shambhala Center	Meditation center	42.318303	-72.631947
Manhattan Meditation Center - Brahma Kumaris	Meditation center	40.7468739	-73.9860712
Shambhala Meditation Center	Meditation center	42.3328394	-71.1133702
The Meditation Man, LLC	Meditation center	41.5491596	-72.6773531
Vajradhara Meditation Center	Meditation center	40.6862351	-73.9835803
Transcendental Meditation®	Meditation center	42.389513	-71.120526
Katog Vajra Ling	Meditation center	41.2847817	-72.6844292
One Park Condos	Condominium complex	40.8141667	-73.9897222
GWK Travelex Schiphol	Currency exchange service	52.3101803	4.7608714
Ecco Schoenen Schiphol		52.3099969	4.7634873
Multi-Vlaai Breda Hoge-Vucht	Cake shop	51.6072059	4.7898624
MultiVlaai	Cake shop	52.5253673	5.7169372
MultiVlaai Retail	Corporate office	51.6548676	4.8326897
MultiVlaai	Cake shop	52.0482595	4.2761007
MultiVlaai	Cake shop	51.9834402	5.9521447
MultiVlaai	Cake shop	52.7814295	6.8914415
MultiVlaai	Cake shop	52.3657968	4.8673638
MultiVlaai	Cake shop	51.9469961	4.5552286
MultiVlaai	Cake shop	52.3016605	4.6932897
MultiVlaai	Cake shop	52.358655	4.8012627
MultiVlaai	Cake shop	51.8652172	4.354232
Multivlaai Hengelo	Cake shop	52.263103	6.7943693
MultiVlaai	Cake shop	52.0463894	5.6715282
MultiVlaai	Cake shop	51.4200751	5.4052576
MultiVlaai	Cake shop	52.3728007	5.2216313
Multivlaai	Cake shop	52.3840429	4.6355933
MultiVlaai	Cake shop	51.9106988	4.340168
MultiVlaai	Cake shop	51.8235342	5.7972137
MultiVlaai	Cake shop	52.0899765	5.1126599
MultiVlaai Leusden	Cake shop	52.1285186	5.4274981
52 Lounge Bar Restaurant	Lounge	40.7844617	-74.0198537
Lounge Fifty 2	Lounge	40.7663787	-74.1933946
M1-5 Lounge	Lounge	40.7191667	-74.0033333
Planes@Plaza	Toy store	52.3100104	4.7632102
Amsterdam Airport Schiphol	Airport	52.3105386	4.7682744
Schiphol	Netherlands	52.3076865	4.7674241
Terminal 1 Schiphol Airport Amsterdam	International airport	52.3067155	4.7625655
Schiphol	Transit stop	52.309367	4.762242
Panorama Terrace	Observation deck	52.3086619	4.7655669
Hilton Amsterdam Airport Schiphol		52.3071498	4.7548058
P1 Short Term Parking	Parking garage	52.3075192	4.7585202
Schiphol	Train station	52.3094995	4.7623169
citizenM Schiphol Airport Hotel		52.3094093	4.755785
Privium Club Lounge	Lounge	52.3090389	4.7643839
Schiphol Excellence Parking	Airport parking lot	52.3100221	4.7591448
YOTELAIR Amsterdam Schiphol		52.3086912	4.7649297
Schiphol Meetingpoint	Lodge	52.3094687	4.7627164
Schiphol Badge Center	Security service	52.3035844	4.7477889
Mercure Hotel Schiphol Terminal		52.3094014	4.7560253
P6 Valet Parking	Valet parking service	52.3087818	4.7594748
Regus - Schiphol Airport Meeting Centre	Office space rental agency	52.3076325	4.7643985
Tourist Visitor Center I Amsterdam Schiphol	Tourist information center	52.3100896	4.7585368
Europcar Autoverhuur Schiphol Airport	Car rental agency	52.3100612	4.7643249
Boots apotheek Schiphol Plaza, Amsterdam	Pharmacy	52.3084946	4.7633943
181 Main St	Hampton, CT 06247	41.7798676	-72.0558215
Hartford City WIC	Social services organization	41.7578707	-72.6757615
Hartford City WIC Office	City government office	41.8001844	-72.6910934
Hispanic Health Council Inc	Non-profit organization	41.7578793	-72.6758535
Connecticut Institute for Refugees and Immigrants	Social services organization	41.7578793	-72.6758535
Connecticut Institute for Refugees and Immigrants	Social services organization	41.1765381	-73.2115124
Connecticut Institute for Refugees and Immigrants	Immigration & naturalization service	41.0443382	-73.5388451
Connecticut Oral Health Inttv	Health	41.7578825	-72.6758604
Hartford Knights	Youth organization	41.7579276	-72.6758621
Progressive Engineering Inc.	Engineering consultant	41.7761461	-72.6262901
Progressive Engineering Inc	Engineering consultant	41.7579276	-72.6758621
Progressive Engineering Inc	Structural engineer	41.6425881	-85.8213673
Hartford Fire Department Engine Co. 1 / Ladder Co. 6	Fire station	41.7581275	-72.6759028
Hartford Fire Department Engine Co. 10 / District 1	Fire station	41.7350187	-72.6745598
Hartford Fire Department Engine Co. 11/Ladder Co. 5/TAC 1	Fire station	41.7625238	-72.7063064
Massachusetts		42.4072107	-71.3824374
Philbin & O'Neil LLC	Real estate attorney	42.4167067	-71.6846837
David A Philbin Law Offices	Attorney	42.4167034	-71.6846458
Ciccone Family Fitness Center	Fitness center	42.4168197	-71.6845812
Clinton Hospital Guild Thrift	Thrift store	42.4166475	-71.6845541
Clintons Bar & Grille	Bar & grill	42.4165417	-71.6845778
Alchemy Brazilian Jiu-Jitsu	Martial arts school	42.4168044	-71.6844844
Harvard Public Library	Public library	42.4974353	-71.5838421
Commonwealth Avenue	Massachusetts	42.3400996	-71.1660236
India Quality Restaurant	Indian restaurant	42.348605	-71.094219
Marc Roos Realty	Real estate agency	42.3485442	-71.0942306
Nuggets	CD store	42.3485725	-71.0944744
The Nugget Spot	Restaurant	40.7326047	-73.9860025
IT Nuggets Online, LLC	Computer training school	42.2583097	-71.8019894
Nuggets Fine Jewelry	Jewelry store	42.5000036	-70.8546558
Little Nugget Lake	Lake	42.1720598	-71.9493961
Nuggets Inc		40.7530381	-73.9866958
Garden Catering New Haven	Chicken shop	41.3065449	-72.9273138
Northshore Nuggets	Entertainer	42.4505109	-70.9981292
New York Nuggets	School	40.7086278	-73.9431394
Commonwealth Avenue Mall	Park	42.3485332	-71.0942179
Samuel Eliot Morison Statue	Historical landmark	42.3485332	-71.0942179
Casey Stephen J	Apartment building	42.3486542	-71.0945227
141 Ocean St	Providence, RI 02905	41.8020019	-71.4102928
Spanky's Clam Shack and Seaside Saloon	Seafood restaurant	41.650027	-70.279851
Pirate Adventures Hyannis	Boat tour agency	41.6500136	-70.2796763
Hy-Line Cruises - Harbor Cruise & Fishing	Fishing charter	41.6500191	-70.2797568
Barnstable	Massachusetts	41.7003208	-70.3002024
249 Huntington Ave	Hyde Park, MA 02136	42.269267	-71.118728
249 Huntington Ave	Boston, MA 02115	42.3425869	-71.0853269
Symphony Sushi	Sushi restaurant	42.3418024	-71.0868342
Symphony Market / Halal / postmate	Convenience store	42.3415202	-71.0868242
Symphony Mart	Grocery store	42.3466497	-71.0890512
Kags Insurance	Insurance agency	42.3416689	-71.0866566
Bickford's Family Restaurants	Bar & grill	42.4793236	-71.1187593
Bickford's Family Restaurants	Family restaurant	42.5221977	-71.4338989
Bickford's Grille	Family restaurant	42.4815278	-71.1864528
Titietseb		48.8242332	2.3357273!3m4!1s0x47e671a484e840c7:0x401042f346b9def0!8m2
Reille Immobilier	Real estate agency	48.8237993	2.3339987
AAI Architect PC	Architect	40.7076346	-74.0107748
Vrender Architectural Rendering, 3D Animation, CAD Services	Architect	40.8004915	-73.9385768
Lunas 3D Visualization Studio	Architecture firm	45.5706223	-73.5550317
Architectural Renderings	Corporate office	40.6952925	-73.9838242
Render 3D Quick	Business to business service	43.646019	-79.391187
Visarc Inc		42.3627822	-71.0835375
PiXate Creative	Architect	42.776444	-71.8546384
CGRendering.com	Graphic designer	40.248217	-74.357317
Yantram architectural Animation design Studio Corp.	Architectural designer	40.7238367	-73.8484682
United-BIM : 3D BIM Modeling & MEP Coordination Services	Drafting service	41.7730815	-72.6418392
Shapeshifter	Architecture firm	45.4213427	-75.6965063
Dohere Digital Technology Inc	Architect	43.8221583	-79.3484545
Designblendz	Architect	40.0208388	-75.2162043
preVision 3D, L.L.C.	Artist	35.819744	-78.853799
Rahim Consulting	Architectural designer	45.316724	-75.6088661
Omajor Services	Corporate office	45.600759	6.759107
MA-110	Massachusetts	42.6150028	-71.3267067
Connections Physical Therapy	Physical therapy clinic	42.1329506	-71.8640685
Connections Physical Therapy	Physical therapy clinic	42.229982	-71.718265
Connections Physical Therapy	Physical therapy clinic	42.2112868	-71.4248298
Connections Physical Therapy	Physical therapy clinic	42.157238	-71.3905639
Connections Physical Therapy	Physical therapy clinic	42.3168923	-71.2454465
Connections Physical Therapy	Physical therapy clinic	42.4897114	-71.4274365
Connections Physical Therapy	Physical therapy clinic	42.543183	-71.5749963
Connections Physical Therapy	Physical therapy clinic	42.027512	-71.222362
Connections Physical Therapy	Physical therapist	42.1678674	-71.3517267
Connections Physical Therapy	Physical therapy clinic	42.3632906	-71.4275025
Connections Physical Therapy	Physical therapy clinic	42.8723135	-71.4893269
Connections Physical Therapy	Physical therapy clinic	42.666888	-71.58723
Siam Pepper Thai Cuisine	Thai restaurant	42.5432343	-71.5752974
Chaffin Credit Consulting	Credit counseling service	42.417436	-71.684819
Corner Sports & Leisure Inc	Clothing store	42.4171922	-71.6850408
Dazzling Your Style	Jewelry repair service	42.4171922	-71.6850408
Access Design Illustration	Print shop	42.4171922	-71.6850408
Collins Artworks	Art gallery	42.41733	-71.6850304
zaytoon restaurant	Mediterranean restaurant	42.4173273	-71.6849921
Zaytoon’s Bistro	Mediterranean restaurant	41.757618	-72.722184
Express Air Duct Cleaning & Dryer Vent Clean - Carpet Cleaning Services – Rugs & Upholstery - Steam Clean Dryers & Vents	Cleaners	42.4173273	-71.6849921
Express Air Duct Cleaning & Dryer Vent Clean - Carpet Cleaning Services – Rugs & Upholstery - Steam Clean Dryers & Vents	Cleaners	42.5466992	-71.9141882
Middlesex Express Air Duct Cleaning & Dryer Vent Clean & Chimney Sweeps Services – Carpet Cleaning Rugs & Upholstery - Steam Clean Dryers & Vents	Cleaners	40.5798077	-74.5031165
Somerville Express Air Duct Cleaning & Dryer Vent Clean & Chimney Sweeps Services – Carpet Cleaning Rugs & Upholstery - Steam Clean Dryers & Vents	Cleaners	40.5719228	-74.6145146
Express Air Duct Cleaning & Dryer Vent Clean & Chimney Sweeps Services – Carpet Cleaning Rugs & Upholstery - Steam Clean Dryers & Vents	Cleaners	40.4060515	-74.0228624
Germantown Express Air Duct Cleaning & Dryer Vent Clean & Chimney Sweeps Services – Carpet Cleaning Area Rugs & Upholstery - Steam Clean Dryers & Vents Repair - Replace	Cleaners	39.1752764	-77.2684828
Ellicott City Express Air Duct Cleaning & Dryer Vent Clean & Chimney Sweeps Services – Carpet Cleaning Area Rugs & Upholstery - Steam Clean Dryers & Vents Repair - Replace	Cleaners	39.269428	-76.829155
Stephen J Philbin Law Offices	General practice attorney	42.4174358	-71.6848194
Philbin Insurance Agency	Insurance agency	42.4174358	-71.6848194
Philbin Insurance Group	Insurance agency	42.4122438	-71.0503571
Philbin Insurance Group	Insurance agency	42.4911344	-71.1746007
Philbin Insurance	Insurance agency	42.508974	-71.012652
Godard's Paper Store	Office supply store	42.4171922	-71.6850408
Tinker's Cart Art	Art school	42.4171922	-71.6850408
Freeman Mark M	Attorney	42.3581018	-71.0533982
Freeman Mark M	Attorney	42.4171922	-71.6850408
South Parish Builders & Designers	General contractor	42.4171922	-71.6850408
Law Offices of John P. Morrison, P.C.	Attorney	42.3236421	-71.7953948
Danielle D. Bailey, LICSW	Social worker	42.4171922	-71.6850408
Clinical Science Lab Inc	Medical laboratory	42.244947	-71.0035682
Clinical Science Laboratories	Medical laboratory	42.4171922	-71.6850408
Clinical Science Laboratory, Inc.	Medical laboratory	42.0783333	-71.0296959
Kimball Farm Lancaster	Ice cream shop	42.5068782	-71.6917948
76 Old Barnes Rd	Wallingford, CT 06492	41.486077	-72.8054605
Davis Mascola & Phillips LLC	Certified public accountant	41.860501	-72.355954
Davis Mascola & Phillips: Mascola Mary F CPA	Accountant	41.483212	-72.773448
Davis Mascola & Phillips, LLC	Certified public accountant	41.486165	-72.8065312
Davis Mascola & Phillips LLC	Certified public accountant	41.6086039	-72.718279
Lowe's Home Improvement	Home improvement store	41.8398913	-71.8805295
Lowe's Home Improvement	Home improvement store	41.5865589	-71.9959694
Lowe's Home Improvement	Home improvement store	41.8085971	-72.5536942
Lowe's Home Improvement	Home improvement store	42.1443669	-72.4916474
