Name	Category	Latitude	Longitude	newType
Mass Acoustics	Dry wall contractor	42.3131816	-71.3385283	Shop & Service
Charter Oak Acoustic Devices	Recording studio	41.9973091	-72.5993854	Travel & Transport
Bridgeport	Connecticut	41.1792258	-73.1894384	Outdoors & Recreation
1410 Storrs Rd	Storrs, CT 06269	41.81424129999999	-72.2529519	Outdoors & Recreation
Department of Electrical and Computer Engineering	University department	44.974757700000005	-93.2325142!3m4!1s0x52b32d17bbb1887b:0xf87c3dff5dbee0b9!8m2	Outdoors & Recreation
GroupLens	Research institute	44.974757700000005	-93.2325142!3m4!1s0x52b32d17badca19b:0x50648b0ff0fbc92f!8m2	Professional & Other Places
Institute of Electrical and Electronics Engineers - UMN Student Branch	University	44.974757700000005	-93.2325142!3m4!1s0x52b32d17b8059f07:0x4bbae67ee9a85cf7!8m2	College & University
Kenneth H. Keller Hall	University	44.974757700000005	-93.2325142!3m4!1s0x52b32d17b0db0b6f:0x11e70f2b371279c9!8m2	College & University
University of Minnesota: Department of Computer Science and Engineering	University department	44.974757700000005	-93.2325142!3m4!1s0x52b32d17b8059f07:0xf4c3899632d3a05d!8m2	Outdoors & Recreation
2133 Washington St	Boston, MA 02119	42.3319133	-71.0820735	Outdoors & Recreation
2133 Washington St	Newton, MA 02462	42.329020899999996	-71.2508926	Outdoors & Recreation
Washington Street Coffee House	Coffee shop	41.3541915	-72.0984941	Shop & Service
Coco Dream Studio	Make-up artist	41.3542394	-72.098432	Outdoors & Recreation
Spring Hill Tract	Storrs, CT 06268	41.7852364	-72.2112099	Outdoors & Recreation
Honorable Robert E Beach	State government office	41.762833	-72.6782478	Professional & Other Places
Appellate Court Judge	State government office	41.762927600000005	-72.6781834	Professional & Other Places
Mystic River Chocolate Cafe	Chocolate cafe	41.3531162	-71.9722263	Outdoors & Recreation
Windham Judicial District Clerk's Office	City clerk's office	41.7131242	-72.211946	Outdoors & Recreation
Honorable Russell R Potter Jr	State government office	41.7131242	-72.211946	Professional & Other Places
Judge's Secretary	State government office	41.7131242	-72.211946	Professional & Other Places
Judges Chambers	State government office	41.059909000000005	-73.5356523	Professional & Other Places
Judicial District Building Superintendent	State government office	41.7131242	-72.211946	Professional & Other Places
Adult Probation Office	Probation office	41.7132657	-72.2118776	Outdoors & Recreation
Probation Department Adult	Probation office	41.8063512	-71.8821311	Outdoors & Recreation
Probation Department Adult	Probation office	41.7857163	-72.4958333	Outdoors & Recreation
Probation Department-Adult	Probation office	41.5264738	-72.0760146	Outdoors & Recreation
Probation Department-Adult	Probation office	41.7514945	-72.6596678	Outdoors & Recreation
Probation Department Adult	Probation office	41.8680591	-72.4478222	Outdoors & Recreation
Probation Department Adult	Probation office	41.77222329999999	-72.5379866	Outdoors & Recreation
Probation Department-Adult	Probation office	41.9718969	-72.5829964	Outdoors & Recreation
Probation Department Adult	Probation office	41.35794979999999	-72.104802	Outdoors & Recreation
Probation Department Adult	Probation office	41.5629023	-72.650858	Outdoors & Recreation
Juvenile Probation Office	Probation office	41.716949799999995	-72.2352224	Outdoors & Recreation
Kent County Adult Probation & Parole	Probation office	41.691774	-71.5004392	Outdoors & Recreation
Adult Probation Department	Probation office	42.1406845	-71.538166	Outdoors & Recreation
Probation Department-Adult	Probation office	41.6635469	-72.7789801	Outdoors & Recreation
Probation Department	Probation office	41.69764620000001	-72.6572016	Outdoors & Recreation
Chicopee Juvenile Probation	Probation office	42.157365399999996	-72.5829822	Outdoors & Recreation
Probation Department-Adult	Probation office	41.6766627	-72.9471931	Outdoors & Recreation
Adult Probation Department	Probation office	42.0651381	-71.3252835	Outdoors & Recreation
District Adult Probation	Probation office	42.338649600000004	-71.5638605	Outdoors & Recreation
Probation & Parole	Probation office	41.744773200000004	-71.4626798	Outdoors & Recreation
Buyers Edge LLC	Business management consultant	41.371156	-72.1194586	Travel & Transport
Eliassen Group	Employment agency	41.371159000000006	-72.119458	Shop & Service
Eliassen Group	Employment agency	41.600969	-72.721425	Shop & Service
Eliassen Group	Employment agency	42.517829799999994	-71.0943118	Shop & Service
Eliassen Group	Employment agency	42.3566786	-71.0522375	Shop & Service
Toad's Place	Live music venue	41.3115533	-72.9295973	Professional & Other Places
Mory's Association	Club	41.311767100000004	-72.9295752	Outdoors & Recreation
Newman Architects: Schiffer Joseph	Architect	41.3115533	-72.9295973	Outdoors & Recreation
Manter Rd	Mansfield, CT 06269	41.813689000000004	-72.2492153	Outdoors & Recreation
Traver Garrity Acupuncture	Acupuncture clinic	41.8295214	-72.2728032	Professional & Other Places
Gateway Real Estate, LLC: Kim Gates	Real estate agency	41.8297772	-72.2729105	Shop & Service
Gateway Real Estate, LLC: Kim Gates	Real estate agents	41.712556299999996	-72.6093085	Outdoors & Recreation
Veit Jennifer R	Chiropractor	41.8296476	-72.2726741	Professional & Other Places
13 Church St	Willimantic, CT 06226	41.71196389999999	-72.2116962	Outdoors & Recreation
DOCKO INC.	Marine engineer	41.3553839	-71.9665537	Professional & Other Places
Engine Room	American restaurant	41.3553736	-71.9666176	Outdoors & Recreation
Engine Room	Event venue	43.6457189	-72.3178358	Professional & Other Places
Engine Room Audio	Recording studio	40.706008600000004	-74.0126296	Travel & Transport
Engine Room Edit	Video production service	42.348641	-71.072363	Shop & Service
Cutwater Marine Gallery	Art gallery	41.3551784	-71.9666139	Outdoors & Recreation
Groton Square Shopping Center	Shopping mall	41.3684186	-72.0668176	Shop & Service
Department of Dining Services	University department	41.814203899999995	-72.2536718	Outdoors & Recreation
Holy Christian Orthodox Church	Place of worship	42.1015874	-72.585793!3m4!1s0x89e6e6e15d772097:0x70031b1fb09f004f!8m2	Professional & Other Places
MGM Casino	Casino	42.1015874	-72.585793!3m4!1s0x89e6e71fb3d3cc87:0xd28551a922fa6d4f!8m2	Outdoors & Recreation
Green Ink Marketing Communications, LLC	Marketing agency	41.3544971	-72.0963942	Shop & Service
Companions & Home Helpers	Home health care service	41.7106797	-72.2048946	Shop & Service
Companions & Home Helpers LLC	Home health care service	41.7699286	-72.6470157	Shop & Service
Companions & Home Helpers LLC	Home health care service	41.354539100000004	-72.096309	Shop & Service
Crocker House Ballroom	Banquet hall	41.354556200000005	-72.0965113	Outdoors & Recreation
First Baptist Church-Meriden	Baptist church	41.533097399999996	-72.7934307	Professional & Other Places
First Baptist Church-Mansfield	Baptist church	41.787051299999995	-72.2242972	Professional & Other Places
First Baptist Church of Fitchburg	Baptist church	42.6008937	-71.7972216	Professional & Other Places
First Baptist Church	Baptist church	41.711853000000005	-72.2111816	Professional & Other Places
First Baptist Church	Baptist church	42.049997	-72.470426	Professional & Other Places
First Baptist Church	Baptist church	41.75836760000001	-72.5696076	Professional & Other Places
First Baptist Church of Lebanon	Baptist church	41.6460315	-72.2227902	Professional & Other Places
First Baptist Church in America	Baptist church	41.827447899999996	-71.4082866	Professional & Other Places
First Baptist Church	Baptist church	42.2767152	-71.8092535	Professional & Other Places
First Baptist Church of Enfield	Baptist church	42.023338700000004	-72.5599213	Professional & Other Places
First Baptist Church of Norwich	Baptist church	41.52363	-72.086849	Professional & Other Places
First Baptist Church of Agawam	Baptist church	42.0675341	-72.6166195	Professional & Other Places
First Baptist Church	Baptist church	41.5055295	-71.8398398	Professional & Other Places
First Baptist Church	Baptist church	41.510762	-71.712337	Professional & Other Places
First Baptist Church	Baptist church	41.557842	-72.6482921	Professional & Other Places
First Baptist Church	Church	41.339806200000005	-72.1428929	Professional & Other Places
First Baptist Church Webster	Baptist church	42.0556464	-71.8749897	Professional & Other Places
First Baptist Church ABC	Baptist church	42.11900120000001	-72.6377509	Professional & Other Places
First Baptist of Tolland	Baptist church	41.8644533	-72.3685647	Professional & Other Places
First Baptist Church	Baptist church	41.6625997	-71.4513933	Professional & Other Places
OPEN DOOR GOURMET	Chinese restaurant	41.3545683	-72.096521	Outdoors & Recreation
Spoiled Salon Studio	Beauty salon	41.3546017	-72.0965707	Shop & Service
Rhonda Spaziani, MS, LPC, CHT	Medical clinic	41.3545857	-72.0964154	Professional & Other Places
Crocker House Apartments	Apartment building	41.3543472	-72.0964889	Residence
Cultured Studios	Art studio	41.3544971	-72.0963942	Professional & Other Places
Pure Bliss Facials	Day spa	41.354539100000004	-72.096309	Shop & Service
Julie's Pure Bliss, Facials, Skin Care and More	Day spa	42.12341370000001	-73.3577216	Shop & Service
Grace Sewell Makeup	Make-up artist	41.354539100000004	-72.096309	Outdoors & Recreation
Lashes by Lee, LLC	Eyebrow bar	41.354539100000004	-72.096309	Professional & Other Places
Tsetse Gallery	Art gallery	41.3546017	-72.0965707	Outdoors & Recreation
W State St	Union, MO 63084	38.4468513	-91.0168282	Professional & Other Places
Bravado	Hair salon	41.3546016	-72.0966404	Shop & Service
Bravado International Group	Marketing consultant	40.7659207	-73.9823142	Shop & Service
Program on Ethnicity, Race, and Migration	University	41.311593	-72.9301442	College & University
1009 Norwich Rd	Plainfield, CT 06374	41.6555209	-71.9300674	Outdoors & Recreation
New Jersey State Police	Police department	40.3529781	-74.6127559!3m4!1s0x89c3e114d47d9a45:0xc68307f5b1c119b!8m2	Outdoors & Recreation
Chapter One Food and Drink	Restaurant	41.354935	-71.970363	Food
Chapter One Food and Drink Guilford	Restaurant	41.283246999999996	-72.6830559	Food
Company of Craftsmen	Art gallery	41.354649200000004	-71.9707316	Outdoors & Recreation
The Mystic Florist	Florist	41.354914	-71.970764	Outdoors & Recreation
Bartleby's Cafe	Coffee shop	41.354820000000004	-71.970793	Shop & Service
Rochelle's of Mystic	Boutique	41.3541415	-71.9680583	Shop & Service
Rochelle's On Main	Boutique	41.3548344	-71.9706087	Shop & Service
Rochelle's Restaurant	American restaurant	41.7081641	-70.8884654	Outdoors & Recreation
The Mystic Florist	Florist	41.354914	-71.970764	Outdoors & Recreation
AUTHENTIC 1	Clothing store	41.3549133	-71.9707674	Shop & Service
United States Postal Service	Post office	41.3250475	-71.9877846	Professional & Other Places
ALDI	Grocery store	41.7386405	-72.1790117	Shop & Service
ALDI	Grocery store	41.8408986	-71.8744971	Shop & Service
ALDI	Grocery store	41.5855047	-71.994406	Shop & Service
ALDI	Grocery store	41.8417796	-72.4865136	Shop & Service
ALDI	Grocery store	41.763707600000004	-72.60884	Shop & Service
ALDI	Grocery store	41.9912731	-72.5820521	Shop & Service
ALDI	Grocery store	42.141382899999996	-72.501086	Shop & Service
ALDI	Grocery store	41.6745614	-72.6517026	Shop & Service
ALDI	Grocery store	41.738980299999994	-72.7203245	Shop & Service
ALDI	Grocery store	41.8149794	-71.4965649	Shop & Service
ALDI	Grocery store	41.679238299999994	-72.7111757	Shop & Service
Aldi	Grocery store	41.9780148	-71.507204	Shop & Service
ALDI	Grocery store	41.341266600000004	-72.1254192	Shop & Service
ALDI	Grocery store	41.350475	-72.0543495	Shop & Service
ALDI	Grocery store	41.6833398	-71.4988418	Shop & Service
ALDI	Grocery store	41.55353	-72.6741958	Shop & Service
ALDI	Grocery store	41.7999691	-71.4492083	Shop & Service
ALDI	Grocery store	42.128438700000004	-72.6243664	Shop & Service
ALDI	Grocery store	41.7527651	-71.4487535	Shop & Service
ALDI	Grocery store	41.8363986	-71.4289697	Shop & Service
174 Bank St	Willimantic, CT 06226	41.7137982	-72.2136364	Outdoors & Recreation
Hygienic Art	Art gallery	41.35311420000001	-72.0947223	Outdoors & Recreation
City News	Newsstand	41.35310689999999	-72.0947047	Shop & Service
Chocolate City News	Entertainment	41.1731902	-73.2060821	Outdoors & Recreation
Queen City News	Newspaper publisher	41.713103499999995	-73.9206625	Shop & Service
Garden City News	Newspaper publisher	40.727124200000006	-73.6344707	Shop & Service
Gay City News	Newspaper publisher	40.6934072	-73.9867285	Shop & Service
City News Corporation	Convenience store	40.7352138	-74.0628133	Shop & Service
Bronx News	Newspaper publisher	40.8778146	-73.8280736	Shop & Service
Tri City News	Newspaper publisher	40.2171033	-74.0101799	Shop & Service
Union City News	Convenience store	40.7721906	-74.0290669	Shop & Service
Forest City News	Newspaper publisher	41.6514809	-75.4657621	Shop & Service
Gloucester City News Inc	Newspaper publisher	39.8949527	-75.1202514	Shop & Service
Kure CBD and Vape - Black Rock	Vaporizer store	41.1563879	-73.2274766	Shop & Service
Birdman Juke Joint	Restaurant	41.156396	-73.2275664	Food
Luminell US Inc.	Manufacturer	41.156367700000004	-73.2275271	Shop & Service
Mags + Marrelli	Marketing agency	41.156367700000004	-73.2275271	Shop & Service
GeoReach	Marketing agency	41.156367700000004	-73.2275271	Shop & Service
Richard C. Ahern Insurance, LLC	Insurance agency	41.156393	-73.2274564	Shop & Service
WerkSpace	Coworking space	41.156358000000004	-73.2275037	Shop & Service
218 Pleasant Valley Rd S	Groton, CT 06340	41.371592299999996	-72.0732396	Outdoors & Recreation
218 Pleasant Valley Rd	Mansfield Center, CT 06250	41.73696210000001	-72.2282614	Shop & Service
267 Deerfield Ridge Dr	Mystic, CT 06355	41.3941398	-71.9882708	Outdoors & Recreation
267 Deerfield Rd	Pomfret Center, CT 06259	41.8901708	-71.9746098	Shop & Service
308 York St	New Haven, CT 06511	41.3119564	-72.9290726	Outdoors & Recreation
14 Bank St	Willimantic, CT 06226	41.712573299999995	-72.2143491	Outdoors & Recreation
New London Corner Store	Convenience store	41.353945	-72.0938368	Shop & Service
Groundwater & Environmental Services, Inc. (GES)	Environmental consultant	41.895	-72.644977	Shop & Service
GES Service Inc	Employment agency	40.7591523	-73.9777136	Shop & Service
GES - Boston	Event management company	42.0435097	-71.2353398	Professional & Other Places
Groundwater & Environmental Services, Inc. (GES)	Environmental consultant	42.557309000000004	-71.436171	Shop & Service
Groundwater & Environmental Services, Inc. (GES)	Environmental consultant	40.8092391	-73.2524856	Shop & Service
GES Internet	Computer store	41.82148	-71.417775	Shop & Service
Groundwater & Environmental Services, Inc. (GES)	Environmental consultant	41.434723999999996	-73.571471	Shop & Service
GES New Jersey	Event management company	40.8840141	-74.1653827	Professional & Other Places
ges	Make-up artist	41.353809000000005	-72.093777	Outdoors & Recreation
GES Enviro	Association or organization	42.1821356	-71.2022662	Shop & Service
GES Development	General contractor	42.291765500000004	-71.0717174	Shop & Service
Groundwater & Environmental Services, Inc. (GES)	Environmental consultant	40.2012089	-74.1226097	Shop & Service
GES	Environmental consultant	40.7296314	-74.0114752	Shop & Service
Ges Translation Services	School	40.7272925	-73.9524331	Professional & Other Places
GES High Voltage, Inc.	Corporate office	40.7833174	-73.7323912	Professional & Other Places
GES	Warehouse	41.79749279999999	-87.7264785	Shop & Service
GES - Washington D.C.	Event management company	39.226586299999994	-76.6859861	Professional & Other Places
GES Canada - Montreal	Event management company	45.441590999999995	-73.6264761	Professional & Other Places
GES	Insurance agency	40.60981820000001	-73.9231922	Shop & Service
Ahern Ln	Mansfield, CT 06269	41.807064700000005	-72.2948222	Outdoors & Recreation
137 John Mack Rd	Hampton, CT 06247	41.735720799999996	-72.0443274	Outdoors & Recreation
137 Mack Rd	Lebanon, CT 06249	41.639478499999996	-72.236911	Outdoors & Recreation
Union Park Street Playground	Park	42.3395347	-71.0655784	Outdoors & Recreation
Union Pond Park	Park	41.798807000000004	-72.524561	Outdoors & Recreation
Union Park Capital	Investment service	42.3499653	-71.0801162	Shop & Service
Union Park Events	Event venue	40.737895	-73.991295	Professional & Other Places
Union Park Pizza	Pizza restaurant	42.3412749	-71.0703101	Food
6 union park	Labor union	42.3512352	-71.0773081	Professional & Other Places
North Union Park	Athletic park	42.4109489	-71.1393211	Outdoors & Recreation
Union Park Management Corporation	Business management consultant	42.338542100000005	-71.0670012	Travel & Transport
New York Boulders Professional Baseball	Baseball club	41.1694883	-74.038688	Outdoors & Recreation
Union Street Park I	Park	42.3611119	-71.0571124	Outdoors & Recreation
Union Square Park	Park	40.735823499999995	-73.9905215	Outdoors & Recreation
Bigelow Hollow State Park	State park	41.9917768	-72.1304917	Outdoors & Recreation
Union Street Dog Park	Park	41.3033911	-72.9223406	Outdoors & Recreation
North Union Spray Park	Park	42.411598299999994	-71.1392365	Outdoors & Recreation
UCONN Huskies Memorial	Memorial park	41.8077429	-72.2541239	Outdoors & Recreation
Union Park Buick GMC	Car dealer	39.75496029999999	-75.5660005	Shop & Service
Union Park BMW	BMW dealer	39.755550899999996	-75.567608	Shop & Service
Union Park Honda	Honda dealer	39.754217499999996	-75.5651634	Shop & Service
Sunrise Bakery	Bakery	41.6104808	-70.9402029	Food
Sunrise Cafe	Latin American restaurant	41.3531132	-72.0954532	Outdoors & Recreation
Sunrise Cafe	Breakfast restaurant	41.715143499999996	-71.3766814	Food
Sunrise Cafe	Cafe	41.80218120000001	-72.5184797	Outdoors & Recreation
Sunrise Cafe	Cafe	43.596782700000006	-72.7723449	Outdoors & Recreation
Sunrise Cafe	Cafe	43.8366261	-70.1246648	Outdoors & Recreation
Sunrise Cafe II	American restaurant	39.9356765	-74.0720538	Outdoors & Recreation
Sunrise Cafe	Breakfast restaurant	41.4942024	-75.7041197	Food
Sunrise Breakfast	Brunch restaurant	42.19568029999999	-71.199644	Food
Sunrise Cafe	Cafe	43.5586557	-73.6539659	Outdoors & Recreation
Sunrise Vietnamese Restaurant	Vietnamese restaurant	41.524856899999996	-71.2969941	Outdoors & Recreation
Sunrise Diner & Cafe	Restaurant	41.327317799999996	-73.7193131	Food
Sunrise Cafe of Ocean City NJ	Breakfast restaurant	39.2756639	-74.5808833	Food
Sunrise Cafe	Cafe	44.391447899999996	-68.2046677	Outdoors & Recreation
Sunrise Cafe	American restaurant	41.9625	-75.7427778	Outdoors & Recreation
Sunrise Grill	Brunch restaurant	41.265197799999996	-72.9475861	Food
Sunset Cafe	Cafe	41.6709181	-71.2768608	Outdoors & Recreation
Sunrise Cafe	Cafe	44.840904200000004	-74.415535	Outdoors & Recreation
Sunshine Cafe	Breakfast restaurant	42.420291999999996	-71.6850018	Food
Sunshine Cafe	Breakfast restaurant	41.9024361	-70.9847947	Food
1-11 Eugene O'Neill Dr Parking	Parking lot	41.3531073	-72.0957495	Professional & Other Places
Old Mystic	Groton, CT 06355	41.391487700000006	-71.9617401	Outdoors & Recreation
NEW KKC NAIL&SPA LLC	Nail salon	41.7227834	-72.2365641	Shop & Service
NEW KKC NAIL&SPA LLC	Nail salon	41.7227834	-72.2365641	Shop & Service
Long Hill	New Jersey	40.682889200000005	-74.4935913	Outdoors & Recreation
1371 Storrs Rd	Storrs, CT 06269	41.811148100000004	-72.2492919	Outdoors & Recreation
183 Jackson St	Willimantic, CT 06226	41.7146781	-72.2054494	Outdoors & Recreation
43 Horsebarn Hill Rd Ext	Storrs, CT 06269	41.8160181	-72.2440357	Outdoors & Recreation
Argia Mystic Cruises	Tourist attraction	41.354318	-71.970581	Outdoors & Recreation
Mystic Army Navy Stores LLC	Army & navy surplus shop	41.3546185	-71.9705778	Shop & Service
Mystic Disc	Music store	41.35437	-71.970592	Shop & Service
BLISS Boutique	Used clothing store	41.712856	-72.212829	Shop & Service
Bliss	Hair salon	41.3543906	-71.9708657	Shop & Service
Bliss Brow Bar	Beauty salon	41.806639000000004	-72.5458093	Shop & Service
A Touch Of Bliss Organic Spa	Day spa	41.757363399999996	-72.7185618	Shop & Service
Bliss Nails Mystic	Nail salon	41.3572528	-71.9630572	Shop & Service
Bliss Nails	Nail salon	41.668508100000004	-72.8159901	Shop & Service
Nail Bliss	Nail salon	42.1980368	-72.572677	Shop & Service
Bliss Salon RI	Beauty salon	41.8236642	-71.4259601	Shop & Service
Bliss Nails & Spa	Spa	41.6931846	-72.7061212	Shop & Service
Pure Bliss Facials	Day spa	41.354539100000004	-72.096309	Shop & Service
Bliss Restaurant	Family restaurant	41.9372996	-71.2657976	Outdoors & Recreation
Bliss Hair Studio	Beauty salon	40.9495621	-72.6021409	Shop & Service
Bliss spa at old saybrook	Massage spa	41.2894239	-72.376318	Shop & Service
Bliss Massage and Facials	Massage spa	42.2841818	-71.6306072	Shop & Service
BLISS NAILS AND SALON	Beauty salon	40.4146554	-74.0940231	Shop & Service
Bliss Salon	Beauty salon	40.9441784	-72.940468	Shop & Service
Bliss Spa	Spa	42.350948200000005	-71.0657833	Shop & Service
Bliss Color Studio	Beauty salon	42.6660305	-71.412827	Shop & Service
The Longmeadow Shops	Shopping mall	42.056906899999994	-72.5551654	Shop & Service
Shear Bliss	Beauty salon	41.7687782	-72.9667023	Shop & Service
Mystic Coffee Roasters	Tea house	41.3544784	-71.9705816	Food
Mystic Depot Roasters	Cafe	41.35093320000001	-71.9631498	Outdoors & Recreation
Mystic Coffee Roaster	Coffee shop	42.418144399999996	-71.1086611	Shop & Service
Vault Coffee Roasters	Coffee shop	41.3740953	-71.9564869	Shop & Service
Green Marble Coffee House	Cafe	41.3544641	-71.9705799	Outdoors & Recreation
Down On Main Street	Gift shop	41.5780034	-73.4118054	Shop & Service
Down On Main	Discount store	40.877523700000005	-80.757294	Shop & Service
Image D'Europe	Interior designer	41.3544435	-71.970559	Shop & Service
Manufaktura Factory Store	Pottery store	41.309729	-71.8577554	Shop & Service
Manufaktura Factory Store	Pottery store	41.3545649	-71.970827	Shop & Service
Hang the Moon	Gift shop	41.354462	-71.970356	Shop & Service
Provenance Center	Art gallery	41.3547081	-72.0961556	Outdoors & Recreation
Harris Place	Business center	41.3547096	-72.0960476	Travel & Transport
Astor Place Inc. - Video Production	Video production service	41.354794399999996	-72.0961222	Shop & Service
Rodney L Campopiano - Ameriprise Financial Services, LLC	Financial planner	41.3548321	-72.0961164	Shop & Service
Ajar Communications LLC	Video production service	41.354832	-72.096116	Shop & Service
Michael S Gorgone - Ameriprise Financial Services, LLC	Financial planner	41.3548321	-72.0961164	Shop & Service
Swad Tandoori	Indian restaurant	41.354462100000006	-72.0959972	Outdoors & Recreation
Hispanic Alliance	Association or organization	41.354856899999994	-72.0960343	Shop & Service
Emerging Wellness	Alternative medicine practitioner	41.354856899999994	-72.0960338	Outdoors & Recreation
Emerging Energy Acupuncture	Acupuncture clinic	41.8173679	-71.4112885	Professional & Other Places
Wellness Workdays	Wellness program	42.2477255	-70.9130916	Shop & Service
Mattapoisett Wellness Center	Alternative medicine practitioner	41.6626557	-70.8033124	Outdoors & Recreation
Holistic Healing Center For Network Chiropractic	Chiropractor	42.3615436	-71.420116	Professional & Other Places
Emerge Yoga & Wellness	Yoga studio	40.6858316	-73.4676699	Outdoors & Recreation
Repose Therapy & Wellness (Mary Breen, LCSW & Associates)	Psychotherapist	40.7555104	-73.9802022	Professional & Other Places
Symposium Technologies	Software company	41.354856899999994	-72.0960337	Professional & Other Places
Symposium Technologies Inc.	Software company	43.6422125	-79.3744257	Professional & Other Places
Phenom	Corporate office	41.354856899999994	-72.0960337	Professional & Other Places
Phenom Boardshop	Skateboard shop	45.6390779	-72.9647552	Travel & Transport
Phenom People	Software company	40.160919299999996	-75.2324234	Professional & Other Places
Phenom Tha Almighty	Musician	40.7262975	-74.1880551	Arts & Entertainment
Phenom Travels	Travel agency	40.6592916	-73.9218599	Travel & Transport
Deck Phenom	Deck builder	41.5404247	-73.6613144	Outdoors & Recreation
Finding Serenity Therapeutic Touch	Massage therapist	41.354856899999994	-72.0960337	Outdoors & Recreation
Dance Express LLC	Dance company	41.519124100000006	-72.0942282	Professional & Other Places
Allure Dance Studios	Ballroom dance instructor	41.354856899999994	-72.0960338	Professional & Other Places
Allure Dance Studios	Ballroom dance instructor	41.354856899999994	-72.0960338	Professional & Other Places
Allure Dance Studio, Old Saybrook Connecticut	Ballroom	41.288729700000005	-72.3771929	Professional & Other Places
Allure Dance Studios (Main Office)	Dance company	41.347396	-71.955459	Professional & Other Places
Riverside Engineering	Engineer	41.3548321	-72.0961164	Professional & Other Places
Riverside Engineering Services LLC	Corporate office	42.795179600000004	-70.9948665	Professional & Other Places
Riverside Engineering Co Inc	Machine shop	42.511928999999995	-70.9485289	Shop & Service
Riverside Engineering	Civil engineer	44.3065559	-71.786806	Professional & Other Places
Geisser Engineering Corporation	Engineer	41.7951693	-71.3545566	Professional & Other Places
Searle Associates	Engineering consultant	41.777413	-71.363556	Shop & Service
Thames Valley Sustainable Connections	Association or organization	41.3548321	-72.0961164	Shop & Service
Laurel Ln	Mansfield, CT 06250	41.8121359	-72.1660574	Outdoors & Recreation
Laurel Ln	Ashford, CT 06278	41.8815656	-72.1734374	Travel & Transport
Laurel Way	Mansfield, CT 06268	41.8163645	-72.2556645	Outdoors & Recreation
1 Meadow St	Willimantic, CT 06226	41.7129162	-72.2124925	Outdoors & Recreation
121 Meadow St	Hartford, CT 06114	41.7443364	-72.6665119	Travel & Transport
121 Meadow St	Chicopee, MA 01013	42.1832473	-72.6105295	Outdoors & Recreation
49 North St	Willimantic, CT 06226	41.7129162	-72.2124925	Outdoors & Recreation
49 North St	Danielson, CT 06239	41.8141858	-71.8786707	Outdoors & Recreation
Perception Programs Inc – Outpatient	Non-profit organization	41.713285	-72.2125637	Professional & Other Places
Perception Programs Inc – Outpatient	Non-profit organization	41.7064398	-72.2029841	Professional & Other Places
191 Crown St	Meriden, CT 06450	41.532537	-72.803655	Outdoors & Recreation
191 Crown St	New Haven, CT 06510	41.3053011	-72.9279372	Outdoors & Recreation
Jeera Thai	Thai restaurant	41.3055826	-72.9288618	Food
Jeera Thai Westport	Thai restaurant	41.141748299999996	-73.3591176	Food
Karaoke Heroes	Karaoke bar	41.305367	-72.928898	Nightlife Spot
Kirk's Parking	Parking lot	41.3053184	-72.9287405	Professional & Other Places
PuREST Float Center New Haven	Wellness center	41.3053669	-72.928898	Shop & Service
LoRicco Law Firm, LLC	Personal injury attorney	41.305626200000006	-72.9289282	Professional & Other Places
Art Star Tattoo	Tattoo shop	41.712855700000006	-72.2128293	Shop & Service
BLISS Boutique	Used clothing store	41.712856	-72.212829	Shop & Service
Doe Eyes: CT Eyebrow Microblading and Eyelash Extension Artist	Health and beauty shop	41.712855700000006	-72.2128293	Shop & Service
CADMarshall Framing	Picture frame shop	41.712855700000006	-72.2128293	Shop & Service
Garibaldi Mexican Restaurant	Restaurant	42.515932299999996	-71.7577977	Food
92 Howe St	New Haven, CT 06511	41.3106678	-72.9344709	Outdoors & Recreation
Mamoun's Falafel Restaurant	Falafel restaurant	41.3103075	-72.934522	Outdoors & Recreation
Mamoun's Falafel	Middle Eastern restaurant	40.73026779999999	-74.0004169	Food
Mamoun's Falafel	Mediterranean restaurant	40.728814	-73.988492	Outdoors & Recreation
Mamoun's Falafel	Mediterranean restaurant	40.740125	-74.030293	Outdoors & Recreation
Mamoun's Falafel	Mediterranean restaurant	40.156372	-74.05445	Outdoors & Recreation
Mamoun's Falafel	Mediterranean restaurant	40.497755	-74.449041	Outdoors & Recreation
177 Mansfield Ave	Willimantic, CT 06226	41.719551200000005	-72.223296	Outdoors & Recreation
177 Mansfield Rd	Ashford, CT 06278	41.8530678	-72.1630958	Travel & Transport
Dimitri's Pizza Restaurant	Pizza restaurant	41.795942100000005	-72.3666379	Food
Dimitri's Pizza under new management	Pizza restaurant	41.6164185	-72.0869837	Food
Dimitri's Pizza	Pizza restaurant	41.6022661	-73.1159953	Food
111 Shennecossett Rd	Groton, CT 06340	41.3369813	-72.0729735	Outdoors & Recreation
CT-82	Connecticut	41.4343206	-72.4892486	Outdoors & Recreation
All the Right Moves Dance Center	Dance school	41.5230094	-72.089328	Professional & Other Places
98 Russ Sim Heights	Groton, CT 06340	41.37089879999999	-72.0728572	Outdoors & Recreation
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131	Outdoors & Recreation
CT-66	Connecticut	41.7331116	-72.1843209	Outdoors & Recreation
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131	Outdoors & Recreation
Kent	Connecticut	41.7247554	-73.4769643	Outdoors & Recreation
South Kent	Kent, CT	41.679550899999995	-73.4708417	Outdoors & Recreation
Parking Lot A	Parking lot	41.7577641	-72.6161996	Professional & Other Places
